# ID_REF	IDENTIFIER	Gene title	Gene symbol	Gene ID	GenBank Accession
37804_at	VPS4B	vacuolar protein sorting 4 homolog B	VPS4B	9525	AF038960
37805_at	SRPX2	sushi repeat containing protein, X-linked 2	SRPX2	27286	AF060567
37806_at	SHANK2	SH3 and multiple ankyrin repeat domains 2	SHANK2	22941	AB028945
37807_at	GCK	glucokinase	GCK	2645	M90299
37808_at	SNX7	sorting nexin 7	SNX7	51375	AL049989
37809_at	HOXA10-HOXA9	HOXA10-HOXA9 readthrough///microRNA 196b///homeobox A9	HOXA10-HOXA9///MIR196B///HOXA9	100534589///442920///3205	U41813
37810_at	MIR196B	microRNA 196b///homeobox A9	MIR196B///HOXA9	442920///3205	U82759
37811_at	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2	CACNA2D2	9254	AF042792
37812_at	CUX2	cut like homeobox 2	CUX2	23316	AB006631
37813_at	DDX51	DEAD-box helicase 51	DDX51	317781	AL079273
37814_g_at	DDX51	DEAD-box helicase 51	DDX51	317781	AL079273
37815_at	DDX51	DEAD-box helicase 51	DDX51	317781	
37816_at	C5	complement component 5	C5	727	M57729
37817_at	CACTIN	cactin, spliceosome C complex subunit	CACTIN	58509	AF052087
37818_at	FBXO46	F-box protein 46	FBXO46	23403	Y10936
37819_at	MDM1	Mdm1 nuclear protein	MDM1	56890	AF007130
37820_at	PRODH2	proline dehydrogenase 2	PRODH2	58510	
37821_at	BCAS1	breast carcinoma amplified sequence 1	BCAS1	8537	AF041260
37822_at	KNOP1	lysine rich nucleolar protein 1	KNOP1	400506	
37823_at	CCL8	C-C motif chemokine ligand 8	CCL8	6355	Y16645
37824_at	ANKRD26	ankyrin repeat domain 26	ANKRD26	22852	AB028997
37825_at	GALK2	galactokinase 2	GALK2	2585	M84443
37826_at	UBE2D1	ubiquitin conjugating enzyme E2 D1	UBE2D1	7321	AF020761
37827_r_at	DOPEY2	dopey family member 2	DOPEY2	9980	AJ237839
37828_at	RSBN1	round spermatid basic protein 1	RSBN1	54665	AL050064
37829_at	GAS2	growth arrest specific 2	GAS2	2620	U95032
37830_at	TSPAN9	tetraspanin 9	TSPAN9	10867	AF089749
37831_at	SIPA1L3	signal induced proliferation associated 1 like 3	SIPA1L3	23094	AB011117
37832_at	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria	MMACHC	25974	AL080062
37833_at	SERPINA6	serpin family A member 6	SERPINA6	866	J02943
37834_at	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	DYRK1B	9149	Y17999
37835_at	CD1C	CD1c molecule	CD1C	911	M28827
37836_at	TTLL5	tubulin tyrosine ligase like 5	TTLL5	23093	AB023215
37837_at	ADNP2	ADNP homeobox 2	ADNP2	22850	AB020670
37838_at	F12	coagulation factor XII	F12	2161	M31315
37839_at	NTRK3	neurotrophic receptor tyrosine kinase 3	NTRK3	4916	AL109700
37840_at	CNGA1	cyclic nucleotide gated channel alpha 1	CNGA1	1259	S42457
37841_at	BCHE	butyrylcholinesterase	BCHE	590	M16541
37842_at	MDFIC	MyoD family inhibitor domain containing	MDFIC	29969	AF054589
37843_i_at	IL27RA	interleukin 27 receptor subunit alpha	IL27RA	9466	AF053004
37844_at	IL27RA	interleukin 27 receptor subunit alpha	IL27RA	9466	
37845_at	NCKAP1L	NCK associated protein 1 like	NCKAP1L	3071	M58285
37846_at	ARHGAP26	Rho GTPase activating protein 26	ARHGAP26	23092	AB014521
37847_at	USH1C	USH1 protein network component harmonin	USH1C	10083	AB006955
37848_at	PPFIBP1	PPFIA binding protein 1	PPFIBP1	8496	AF034802
37849_at	SLIT1	slit guidance ligand 1	SLIT1	6585	AB017167
37850_at	NIPAL3	NIPA like domain containing 3	NIPAL3	57185	U90918
37851_at	HIPK2	homeodomain interacting protein kinase 2	HIPK2	28996	AF055019
37852_at	MAPK10	mitogen-activated protein kinase 10	MAPK10	5602	AF052141
37853_at	UCN	urocortin	UCN	7349	
37854_at	ZW10	zw10 kinetochore protein	ZW10	9183	U54996
37855_at	CTBS	chitobiase	CTBS	1486	M95767
37856_at	CD84	CD84 molecule	CD84	8832	U96627
37857_at	CDHR1	cadherin related family member 1	CDHR1	92211	AL080188
37858_at	COLQ	collagen like tail subunit of asymmetric acetylcholinesterase	COLQ	8292	AF057036
37859_r_at	RPL23AP53	ribosomal protein L23a pseudogene 53	RPL23AP53	644128	X92108
37860_at	ZNF337	zinc finger protein 337	ZNF337	26152	AL049942
37861_at	CD1E	CD1e molecule	CD1E	913	X14975
37862_at	DBT	dihydrolipoamide branched chain transacylase E2	DBT	1629	M19301
37863_at	EGR2	early growth response 2	EGR2	1959	J04076
37864_s_at	MIR8071-2	microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)	MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG4///IGHG3///IGHG2///IGHG1	102466889///102465871///28396///3507///3503///3502///3501///3500	AJ001564
37865_at	EDN3	endothelin 3	EDN3	1908	J05081
37866_at	LINC01314	long intergenic non-protein coding RNA 1314	LINC01314	100996492	AL109671
37867_at	MOG	myelin oligodendrocyte glycoprotein	MOG	4340	Z48051
37868_s_at	MOG	myelin oligodendrocyte glycoprotein	MOG	4340	U64565
37869_at	ERC1	ELKS/RAB6-interacting/CAST family member 1	ERC1	23085	AB029004
37870_at	TTF2	transcription termination factor 2	TTF2	8458	AF073771
37871_at	IAPP	islet amyloid polypeptide	IAPP	3375	X68830
37872_at	JRK	Jrk helix-turn-helix protein	JRK	8629	AF072468
37873_g_at	JRK	Jrk helix-turn-helix protein	JRK	8629	AF072468
37874_at	FMO5	flavin containing monooxygenase 5	FMO5	2330	Z47553
37875_at	GPA33	glycoprotein A33	GPA33	10223	U79725
37876_at	PRKD3	protein kinase D3	PRKD3	23683	AB015982
37877_at	NAT9	N-acetyltransferase 9 (putative)	NAT9	26151	AL050269
37878_at	PACRG	PARK2 coregulated	PACRG	135138	
37879_r_at	TPH1	tryptophan hydroxylase 1	TPH1	7166	AF057280
37880_at	AGXT	alanine-glyoxylate aminotransferase	AGXT	189	X53414
37881_at	GDF11	growth differentiation factor 11	GDF11	10220	AF100907
37882_at	GTF2E1	general transcription factor IIE subunit 1	GTF2E1	2960	X63468
37883_i_at	LOC101929952	uncharacterized LOC101929952	LOC101929952	101929952	
37884_f_at	C2orf27A	chromosome 2 open reading frame 27A	C2orf27A	29798	
37885_at	C2orf27B	chromosome 2 open reading frame 27B///chromosome 2 open reading frame 27A	C2orf27B///C2orf27A	408029///29798	AF038169
37886_at	AKAP8L	A-kinase anchoring protein 8 like	AKAP8L	26993	AB015332
37887_at	CHEK2	checkpoint kinase 2	CHEK2	11200	AF086904
37888_at	SLC35D1	solute carrier family 35 member D1	SLC35D1	23169	D87449
37889_at	CD47	CD47 molecule	CD47	961	AA535376
37890_at	CD47	CD47 molecule	CD47	961	X69398
37891_at	YIPF6	Yip1 domain family member 6	YIPF6	286451	U79272
37892_at	COL11A1	collagen type XI alpha 1 chain	COL11A1	1301	J04177
37893_at	PTPN2	protein tyrosine phosphatase, non-receptor type 2	PTPN2	5771	
37894_at	CUL2	cullin 2	CUL2	8453	U83410
37895_at	SLC35A1	solute carrier family 35 member A1	SLC35A1	10559	D87969
37896_at	TFF3	trefoil factor 3	TFF3	7033	
37897_s_at	TFF3	trefoil factor 3	TFF3	7033	
37898_r_at	TFF3	trefoil factor 3	TFF3	7033	
37899_at	TYMS	thymidylate synthetase	TYMS	7298	X02308
378_s_at	GML	glycosylphosphatidylinositol anchored molecule like	GML	2765	AB000381
37900_at	PEX11B	peroxisomal biogenesis factor 11 beta	PEX11B	8799	AF093670
37901_at	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4	PIK3R4	30849	Y08991
37902_at	CRYZ	crystallin zeta	CRYZ	1429	L13278
37903_at	GNL1	G protein nucleolar 1 (putative)	GNL1	2794	L25665
37904_s_at	GNL1	G protein nucleolar 1 (putative)	GNL1	2794	X66436
37905_r_at	GNL1	G protein nucleolar 1 (putative)	GNL1	2794	X66436
37906_at	LTBP2	latent transforming growth factor beta binding protein 2	LTBP2	4053	Z37976
37907_at	F8A3	coagulation factor VIII-associated 3///coagulation factor VIII-associated 2///coagulation factor VIII-associated 1	F8A3///F8A2///F8A1	474384///474383///8263	M34677
37908_at	GNG11	G protein subunit gamma 11	GNG11	2791	U31384
37909_at	LAMA3	laminin subunit alpha 3	LAMA3	3909	L34155
37910_at	HCFC1	host cell factor C1	HCFC1	3054	
37911_at	STX4	syntaxin 4	STX4	6810	U07158
37912_at	TRAF4	TNF receptor associated factor 4	TRAF4	9618	X80200
37913_at	DHFR	dihydrofolate reductase	DHFR	1719	J00140
37914_at	ZFYVE16	zinc finger FYVE-type containing 16	ZFYVE16	9765	AB002303
37915_at	BAZ2B	bromodomain adjacent to zinc finger domain 2B	BAZ2B	29994	AL080173
37916_at	HMOX2	heme oxygenase 2	HMOX2	3163	
37917_at	MIOS	meiosis regulator for oocyte development	MIOS	54468	
37918_at	ITGB2	integrin subunit beta 2	ITGB2	3689	M15395
37919_at	SLCO2A1	solute carrier organic anion transporter family member 2A1	SLCO2A1	6578	AH006899
37920_at	PITX1	paired like homeodomain 1	PITX1	5307	U70370
37921_at	NPTX1	neuronal pentraxin 1	NPTX1	4884	U61849
37922_at	TCN2	transcobalamin 2	TCN2	6948	L02648
37923_at	APOM	apolipoprotein M	APOM	55937	AA846749
37924_g_at	APOM	apolipoprotein M	APOM	55937	AA846749
37925_r_at	APOM	apolipoprotein M	APOM	55937	AJ245434
37926_at	KLF5	Kruppel like factor 5	KLF5	688	D14520
37927_at	RCC1	regulator of chromosome condensation 1	RCC1	1104	X12654
37928_at	NFYB	nuclear transcription factor Y subunit beta	NFYB	4801	
37929_at	CADM1	cell adhesion molecule 1	CADM1	23705	AB017563
37930_at	ATP7B	ATPase copper transporting beta	ATP7B	540	U11700
37931_at	CENPB	centromere protein B	CENPB	1059	X05299
37932_at	TRIP11	thyroid hormone receptor interactor 11	TRIP11	9321	Y12490
37933_at	RBBP6	RB binding protein 6, ubiquitin ligase	RBBP6	5930	X85133
37934_at	TMEM30B	transmembrane protein 30B	TMEM30B	161291	AL080078
37935_at	PRPF4	pre-mRNA processing factor 4	PRPF4	9128	AF016369
37936_at	PRPF4	pre-mRNA processing factor 4	PRPF4	9128	
37937_at	NLE1	notchless homolog 1	NLE1	54475	AJ005257
37938_at	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2	DNTTIP2	30836	U15552
37939_at	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	APOBEC3C	27350	
37940_f_at	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C	APOBEC3C	27350	
37941_at	MYBPC2	myosin binding protein C, fast type	MYBPC2	4606	X73113
37942_at	GPR162	G protein-coupled receptor 162	GPR162	27239	
37943_at	ZFYVE26	zinc finger FYVE-type containing 26	ZFYVE26	23503	AB002319
37944_at	GCH1	GTP cyclohydrolase 1	GCH1	2643	U19523
37945_at	ACOT7	acyl-CoA thioesterase 7	ACOT7	11332	U91316
37946_at	RPS6KB1	ribosomal protein S6 kinase B1	RPS6KB1	6198	M60724
37947_at	BRD3	bromodomain containing 3	BRD3	8019	D26362
37948_at	ATP6V1C1	ATPase H+ transporting V1 subunit C1	ATP6V1C1	528	J05682
37949_at	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	SNRPD1	6632	J03798
37950_at	PREP	prolyl endopeptidase	PREP	5550	X74496
37951_at	DLC1	DLC1 Rho GTPase activating protein	DLC1	10395	AF035119
37952_at	ITGB3	integrin subunit beta 3	ITGB3	3690	M35999
37953_s_at	ASIC1	acid sensing ion channel subunit 1	ASIC1	41	U78181
37954_at	ANXA8L1	annexin A8-like 1///annexin A8	ANXA8L1///ANXA8	728113///653145	X16662
37955_at	CNPY2	canopy FGF signaling regulator 2	CNPY2	10330	AB015631
37956_at	ALDH3B2	aldehyde dehydrogenase 3 family member B2	ALDH3B2	222	U37519
37957_at	ATG4A	autophagy related 4A cysteine peptidase	ATG4A	115201	
37958_at	TMEM47	transmembrane protein 47	TMEM47	83604	AL049257
37959_at	GGA3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	GGA3	23163	D63876
37960_at	CHST2	carbohydrate sulfotransferase 2	CHST2	9435	AB014679
37961_at	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	PIK3R3	8503	U90907
37962_r_at	STXBP3	syntaxin binding protein 3	STXBP3	6814	D63506
37963_at	ARSA	arylsulfatase A	ARSA	410	X52151
37964_at	PCGF3	polycomb group ring finger 3	PCGF3	10336	W25793
37965_at	PARVB	parvin beta	PARVB	29780	AA181053
37966_at	PARVB	parvin beta	PARVB	29780	AA187563
37967_at	LST1	leukocyte specific transcript 1	LST1	7940	AF000424
37968_at	NCR3	natural cytotoxicity triggering receptor 3	NCR3	259197	AF031137
37969_at	PTGS1	prostaglandin-endoperoxide synthase 1	PTGS1	5742	M59979
37970_at	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	MAPK8IP3	23162	AB028989
37971_at	BAZ1A	bromodomain adjacent to zinc finger domain 1A	BAZ1A	11177	AL050089
37972_at	DNASE1L3	deoxyribonuclease 1 like 3	DNASE1L3	1776	U75744
37973_at	SNX13	sorting nexin 13	SNX13	23161	AB018256
37974_at	MSL3	male-specific lethal 3 homolog (Drosophila)	MSL3	10943	AL050178
37975_at	CYBB	cytochrome b-245 beta chain	CYBB	1536	X04011
37976_at	VSIG4	V-set and immunoglobulin domain containing 4	VSIG4	11326	
37977_at	LOC102725292	probable E3 ubiquitin-protein ligase DTX2-like///deltex E3 ubiquitin ligase 2	LOC102725292///DTX2	102725292///113878	
37978_at	QPRT	quinolinate phosphoribosyltransferase	QPRT	23475	D78177
37979_at	YAP1	Yes associated protein 1	YAP1	10413	X80507
37980_at	CIR1	corepressor interacting with RBPJ, 1	CIR1	9541	U03644
37981_at	DBN1	drebrin 1	DBN1	1627	U00802
37982_at	ECI1	enoyl-CoA delta isomerase 1	ECI1	1632	Z25821
37983_at	AGTR1	angiotensin II receptor type 1	AGTR1	185	S77410
37984_s_at	ARF6	ADP ribosylation factor 6	ARF6	382	M57763
37985_at	LMNB1	lamin B1	LMNB1	4001	AH006463
37986_at	EPOR	erythropoietin receptor	EPOR	2057	M60459
37987_at	NCBP1	nuclear cap binding protein subunit 1	NCBP1	4686	D32002
37988_at	CD79B	CD79b molecule	CD79B	974	M89957
37989_at	PTHLH	parathyroid hormone like hormone	PTHLH	5744	J03802
37990_at	RYR1	ryanodine receptor 1	RYR1	6261	AH006668
37991_at	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	STT3A	3703	L38961
37992_s_at	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	ATP5D	513	
37993_at	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	ATP5D	513	X63422
37994_at	FMR1	fragile X mental retardation 1	FMR1	2332	X69962
37995_s_at	FMR1	fragile X mental retardation 1	FMR1	2332	M67468
37996_s_at	DMPK	dystrophia myotonica protein kinase	DMPK	1760	L08835
37997_r_at	DMWD	dystrophia myotonica, WD repeat containing	DMWD	1762	L08835
37998_at	SKIV2L	Ski2 like RNA helicase	SKIV2L	6499	U09877
37999_at	CPOX	coproporphyrinogen oxidase	CPOX	1371	D16611
379_at	TXNDC9	thioredoxin domain containing 9	TXNDC9	10190	AB006679
38000_at	PC	pyruvate carboxylase	PC	5091	S72370
38001_at	CACNA1C	calcium voltage-gated channel subunit alpha1 C	CACNA1C	775	L04569
38002_s_at	CACNA1C	calcium voltage-gated channel subunit alpha1 C	CACNA1C	775	Z34822
38003_s_at	DGKZ	diacylglycerol kinase zeta	DGKZ	8525	U94905
38004_at	CSPG4	chondroitin sulfate proteoglycan 4	CSPG4	1464	X96753
38005_at	SLC35D2	solute carrier family 35 member D2	SLC35D2	11046	AJ005866
38006_at	CD48	CD48 molecule	CD48	962	M37766
38007_at	NF2	neurofibromin 2	NF2	4771	L11353
38008_at	NSG1	neuron specific gene family member 1	NSG1	27065	M98528
38009_at	SPDEF	SAM pointed domain containing ETS transcription factor	SPDEF	25803	AF071538
38010_at	BNIP3	BCL2 interacting protein 3	BNIP3	664	AF002697
38011_at	URI1	URI1, prefoldin like chaperone	URI1	8725	AB006572
38012_at	FBN2	fibrillin 2	FBN2	2201	U03272
38013_at	MTUS1	microtubule associated tumor suppressor 1	MTUS1	57509	AL096842
38014_at	ADAR	adenosine deaminase, RNA specific	ADAR	103	X79448
38015_at	U02019				U02019
38016_at	HNRNPD	heterogeneous nuclear ribonucleoprotein D	HNRNPD	3184	M94630
38017_at	CD79A	CD79a molecule	CD79A	973	U05259
38018_g_at	CD79A	CD79a molecule	CD79A	973	U05259
38019_at	LOC400927-CSNK1E	LOC400927-CSNK1E readthrough///casein kinase 1 epsilon	LOC400927-CSNK1E///CSNK1E	102800317///1454	L37043
38020_at	ATG13	autophagy related 13	ATG13	9776	AB014552
38021_at	PLEC	plectin	PLEC	5339	U53204
38022_s_at	PLEC	plectin	PLEC	5339	Z54367
38023_at	PITPNA	phosphatidylinositol transfer protein alpha	PITPNA	5306	D30036
38024_at	RUFY3	RUN and FYVE domain containing 3	RUFY3	22902	AB020678
38025_r_at	RUFY3	RUN and FYVE domain containing 3	RUFY3	22902	AI912249
38026_at	FBLN1	fibulin 1	FBLN1	2192	U01244
38027_at	FBLN1	fibulin 1	FBLN1	2192	X53742
38028_at	LMO3	LIM domain only 3	LMO3	55885	AL050152
38029_at	SLC3A2	solute carrier family 3 member 2	SLC3A2	6520	J02939
38030_at	U2SURP	U2 snRNP associated SURP domain containing	U2SURP	23350	AB002330
38031_at	EIF4A3	eukaryotic translation initiation factor 4A3	EIF4A3	9775	D21853
38032_at	SV2A	synaptic vesicle glycoprotein 2A	SV2A	9900	AB018279
38033_at	SEPT10	septin 10	SEPT10	151011	AL049934
38034_at	STS	steroid sulfatase (microsomal), isozyme S	STS	412	M16505
38035_at	MTMR6	myotubularin related protein 6	MTMR6	9107	AF072928
38036_at	RPIA	ribose 5-phosphate isomerase A	RPIA	22934	L35035
38037_at	HBEGF	heparin binding EGF like growth factor	HBEGF	1839	M60278
38038_at	LUM	lumican	LUM	4060	U21128
38039_at	CYP19A1	cytochrome P450 family 19 subfamily A member 1	CYP19A1	1588	M22246
38040_at	SMNDC1	survival motor neuron domain containing 1	SMNDC1	10285	AF107463
38041_at	GALNT1	polypeptide N-acetylgalactosaminyltransferase 1	GALNT1	2589	U41514
38042_at	PRKCA	protein kinase C alpha	PRKCA	5578	X03674
38043_at	FAM3A	family with sequence similarity 3 member A	FAM3A	60343	X55448
38044_at	FAM107A	family with sequence similarity 107 member A	FAM107A	11170	AF035283
38045_at	CTNND2	catenin delta 2	CTNND2	1501	U96136
38046_at	IK	IK cytokine, down-regulator of HLA II	IK	3550	AJ005579
38047_at	RBPMS	RNA binding protein with multiple splicing	RBPMS	11030	D84109
38048_at	RBPMS	RNA binding protein with multiple splicing	RBPMS	11030	D84110
38049_g_at	RBPMS	RNA binding protein with multiple splicing	RBPMS	11030	D84110
38050_at	BCLAF1	BCL2 associated transcription factor 1	BCLAF1	9774	D79986
38051_at	MAL	mal, T-cell differentiation protein	MAL	4118	X76220
38052_at	F13A1	coagulation factor XIII A chain	F13A1	2162	M14539
38053_s_at	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	BRE	9577	AF015767
38054_at	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	LAMTOR5	10542	AF029890
38055_at	POLR2J	RNA polymerase II subunit J	POLR2J	5439	
38056_at	MIR6785	microRNA 6785///transmembrane protein 94	MIR6785///TMEM94	102466911///9772	D83779
38057_at	DPT	dermatopontin	DPT	1805	
38058_at	DPT	dermatopontin	DPT	1805	Z22865
38059_g_at	DPT	dermatopontin	DPT	1805	Z22865
38060_at	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	NDUFS5	4725	AI541336
38061_at	RPS16	ribosomal protein S16	RPS16	6217	AI541256
38062_at	RAPGEF5	Rap guanine nucleotide exchange factor 5	RAPGEF5	9771	D87467
38063_at	PBXIP1	PBX homeobox interacting protein 1	PBXIP1	57326	U00952
38064_at	MVP	major vault protein	MVP	9961	X79882
38065_at	HMGB2	high mobility group box 2	HMGB2	3148	X62534
38066_at	NQO1	NAD(P)H quinone dehydrogenase 1	NQO1	1728	M81600
38067_at	SEPT8	septin 8	SEPT8	23176	D86957
38068_at	AMFR	autocrine motility factor receptor	AMFR	267	M63175
38069_at	CLCN7	chloride voltage-gated channel 7	CLCN7	1186	Z67743
38070_at	MARCH6	membrane associated ring-CH-type finger 6	MARCH6	10299	AL080234
38071_at	HNRNPF	heterogeneous nuclear ribonucleoprotein F	HNRNPF	3185	L28010
38072_at	RSRP1	arginine and serine rich protein 1	RSRP1	57035	
38073_at	RNMT	RNA guanine-7 methyltransferase	RNMT	8731	AB007858
38074_at	AP3S1	adaptor related protein complex 3 sigma 1 subunit	AP3S1	1176	U91932
38075_at	SYPL1	synaptophysin like 1	SYPL1	6856	X68194
38076_at	ATP5G1	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C1 (subunit 9)	ATP5G1	516	X69907
38077_at	COL6A3	collagen type VI alpha 3 chain	COL6A3	1293	X52022
38078_at	FLNB	filamin B	FLNB	2317	AF042166
38079_at	GNG12	G protein subunit gamma 12	GNG12	55970	AL049367
38080_at	COX8A	cytochrome c oxidase subunit 8A	COX8A	1351	AI525665
38081_at	LOC101928830	uncharacterized LOC101928830///leukotriene A4 hydrolase	LOC101928830///LTA4H	101928830///4048	J03459
38082_at	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	SMCHD1	23347	AB014550
38083_at	NOTCH2	notch 2	NOTCH2	4853	AL049386
38084_at	CBX3	chromobox 3	CBX3	11335	AI797801
38085_at	CBX3	chromobox 3	CBX3	11335	
38086_at	IGSF3	immunoglobulin superfamily member 3	IGSF3	3321	AB007935
38087_s_at	S100A4	S100 calcium binding protein A4	S100A4	6275	
38088_r_at	S100A4	S100 calcium binding protein A4	S100A4	6275	M80563
38089_at	UBAP2L	ubiquitin associated protein 2 like	UBAP2L	9898	D63478
38090_at	MIR7109	microRNA 7109///phosphatidylserine decarboxylase	MIR7109///PISD	102465666///23761	AL050371
38091_at	LGALS9	galectin 9	LGALS9	3965	Z49107
38092_at	EPAS1	endothelial PAS domain protein 1	EPAS1	2034	AF052094
38093_at	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1 like	MAPK1IP1L	93487	U90909
38094_at	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B	HNRNPAB	3182	M65028
38095_i_at	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	HLA-DPB1	3115	M83664
38096_f_at	HLA-DPB1	major histocompatibility complex, class II, DP beta 1	HLA-DPB1	3115	M83664
38097_at	EI24	EI24, autophagy associated transmembrane protein	EI24	9538	AF010313
38098_at	LPIN1	lipin 1	LPIN1	23175	D80010
38099_r_at	ACSL4	acyl-CoA synthetase long-chain family member 4	ACSL4	2182	AF030555
380_at	TBX5	T-box 5	TBX5	6910	Y09445
38100_at	SEC62	SEC62 homolog, preprotein translocation factor	SEC62	7095	U93239
38101_at	ZCCHC14	zinc finger CCHC-type containing 14	ZCCHC14	23174	AB011151
38102_at	MICU2	mitochondrial calcium uptake 2	MICU2	221154	W28575
38103_at	GIGYF2	GRB10 interacting GYF protein 2	GIGYF2	26058	AB014542
38104_at	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial	DECR1	1666	AH005714
38105_at	RSRC2	arginine and serine rich coiled-coil 2	RSRC2	65117	W26521
